record_id,item,value
SCN_126,socrew1,4
SCN_126,socrew2,2
SCN_126,socrew3,5
SCN_126,socrew4,2
SCN_126,socrew5,NA
SCN_126,socrew6,1
SCN_126,socrew7,5
SCN_126,socrew8,4
SCN_126,socrew9,4
SCN_126,socrew10,4
SCN_126,socrew11,2
SCN_126,socrew12,1
SCN_126,socrew13,5
SCN_126,socrew14,4
SCN_126,socrew15,5
SCN_126,socrew16,2
SCN_126,socrew17,2
SCN_126,socrew18,1
SCN_126,socrew19,4
SCN_126,socrew20,5
SCN_126,socrew21,4
SCN_126,socrew22,4
SCN_126,socrew23,5
SCN_126,socrew24,4
SCN_126,socrew25,4
SCN_126,socrew26,4
SCN_126,socrew27,2
SCN_126,socrew28,5
SCN_126,socrew29,4
SCN_126,socrew30,2
SCN_126,socrew31,5
SCN_126,socrew32,2
SCN_126,socrew33,5
SCN_126,socrew34,4
SCN_126,socrew35,4
SCN_126,socrew36,2
SCN_126,socrew37,5
SCN_126,socrew38,2
SCN_126,socrew39,4
SCN_126,socrew40,2
SCN_126,socrew41,5
SCN_126,socrew42,1
SCN_126,socrew43,4
SCN_126,socrew44,4
SCN_126,socrew45,5
SCN_126,socrew46,4
SCN_126,socrew47,2
SCN_126,socrew48,4
SCN_126,socrew49,5
SCN_126,socrew50,5
SCN_126,socrew51,5
SCN_126,socrew52,2
SCN_126,socrew53,1
SCN_126,socrew54,4
SCN_126,socrew55,4
SCN_126,socrew56,2
SCN_126,socrew57,4
SCN_126,socrew58,2
SCN_126,socrew59,2
SCN_126,socrew60,4
SCN_126,socrew61,4
SCN_126,socrew62,4
SCN_126,socrew63,4
SCN_126,socrew64,5
SCN_126,socrew65,4
SCN_126,socrew66,4
SCN_126,socrew67,4
SCN_126,socrew68,2
SCN_126,socrew69,4
SCN_126,socrew70,5
SCN_126,socrew71,2
SCN_126,socrew72,4
SCN_126,socrew73,4
SCN_126,socrew74,4
SCN_126,socrew75,2
SCN_126,socrew76,1
SCN_126,socrew77,5
SCN_126,socrew78,2
SCN_126,socrew79,4
SCN_126,socrew80,2
SCN_126,socrew81,4
SCN_126,socrew82,4
SCN_126,socrew83,4
SCN_126,socrew84,2
SCN_126,socrew85,4
SCN_126,socrew86,4
SCN_126,socrew87,4
SCN_126,socrew88,2
SCN_126,socrew89,4
SCN_126,socrew90,4
SCN_126,socrew91,5
SCN_126,socrew92,4
SCN_126,socrew93,2
SCN_126,socrew94,5
SCN_126,socrew95,4
SCN_126,socrew96,4
SCN_126,socrew97,5
SCN_126,socrew98,2
SCN_126,socrew99,5
SCN_126,socrew100,5
SCN_126,socrew101,2
SCN_126,socrew102,1
SCN_126,socrew103,2
SCN_126,socrew104,5
SCN_126,socrew105,2
SCN_126,socrew106,1
SCN_126,socrew107,2
SCN_126,socrew108,4
SCN_126,socrew109,5
SCN_126,socrew110,5
SCN_126,socrew111,5
SCN_126,socrew112,2
SCN_126,socrew113,5
SCN_126,socrew114,1
SCN_126,socrew115,NA
SCN_126,socrew116,2
SCN_126,socrew117,4
SCN_126,socrew118,5
SCN_126,socrew119,4
SCN_126,socrew120,5
SCN_126,socrew121,NA
SCN_126,socrew122,5
SCN_126,socrew123,5
SCN_126,socrew124,5
SCN_126,socrew125,2
SCN_126,socrew126,4
SCN_126,socrew127,NA
SCN_126,socrew128,5
SCN_126,socrew129,2
SCN_126,socrew130,4
SCN_126,socrew131,4
SCN_126,socrew132,2
SCN_126,socrew133,4
SCN_126,socrew134,4
SCN_126,socrew135,2
SCN_126,socrew136,5
SCN_126,socrew137,2
SCN_126,socrew138,NA
SCN_126,socrew139,5
SCN_126,socrew140,4
SCN_126,socrew141,4
SCN_126,socrew142,1
SCN_126,socrew143,4
SCN_126,socrew144,4
SCN_126,socrew145,1
SCN_126,socrew146,5
SCN_126,socrew147,4
SCN_126,socrew148,4
SCN_126,socrew149,4
SCN_126,socrew150,5
SCN_126,socrew151,1
SCN_126,socrew152,5
SCN_126,socrew153,4
SCN_126,socrew154,5
SCN_126,socrew155,1
SCN_126,socrew156,5
SCN_126,socrew157,4
SCN_126,socrew158,5
SCN_126,socrew159,2
SCN_126,socrew160,4
SCN_126,socrew161,2
SCN_126,socrew162,4
SCN_126,socrew163,4
SCN_126,socrew164,4
SCN_126,socrew165,NA
SCN_126,socrew166,2
SCN_126,socrew167,1
SCN_126,socrew168,1
SCN_126,socrew169,1
SCN_126,socrew170,4
SCN_126,socrew171,2
SCN_126,socrew172,4
SCN_126,socrew173,NA
SCN_126,socrew174,4
SCN_126,socrew175,2
SCN_126,socrew176,2
SCN_126,socrew177,4
SCN_126,socrew178,2
SCN_126,socrew179,1
SCN_126,socrew180,4
SCN_126,socrew181,5
SCN_126,socrew182,4
SCN_126,socrew183,2
SCN_126,socrew184,4
SCN_126,socrew185,5
SCN_126,socrew186,2
SCN_126,socrew187,4
SCN_126,socrew188,4
SCN_126,socrew189,5
SCN_126,socrew190,1
SCN_126,socrew191,2
SCN_126,socrew192,4
SCN_126,socrew193,5
SCN_126,socrew194,1
SCN_126,socrew195,4
SCN_126,socrew196,4
SCN_126,socrew197,5
SCN_126,socrew198,2
SCN_126,socrew199,4
SCN_126,socrew200,4
SCN_126,socrew201,1
SCN_126,socrew202,4
SCN_126,socrew203,5
SCN_126,socrew204,1
SCN_126,socrew205,4
SCN_126,socrew206,4
SCN_126,socrew207,1
SCN_126,socrew208,4
SCN_126,socrew209,5
SCN_126,socrew210,2
SCN_126,socrew211,4
