record_id,item,value
SCN_154,socrew1,5
SCN_154,socrew2,1
SCN_154,socrew3,4
SCN_154,socrew4,4
SCN_154,socrew5,4
SCN_154,socrew6,5
SCN_154,socrew7,2
SCN_154,socrew8,1
SCN_154,socrew9,4
SCN_154,socrew10,5
SCN_154,socrew11,2
SCN_154,socrew12,4
SCN_154,socrew13,5
SCN_154,socrew14,4
SCN_154,socrew15,5
SCN_154,socrew16,5
SCN_154,socrew17,2
SCN_154,socrew18,2
SCN_154,socrew19,2
SCN_154,socrew20,4
SCN_154,socrew21,5
SCN_154,socrew22,5
SCN_154,socrew23,5
SCN_154,socrew24,5
SCN_154,socrew25,2
SCN_154,socrew26,4
SCN_154,socrew27,4
SCN_154,socrew28,5
SCN_154,socrew29,5
SCN_154,socrew30,2
SCN_154,socrew31,5
SCN_154,socrew32,2
SCN_154,socrew33,5
SCN_154,socrew34,4
SCN_154,socrew35,4
SCN_154,socrew36,4
SCN_154,socrew37,5
SCN_154,socrew38,2
SCN_154,socrew39,4
SCN_154,socrew40,4
SCN_154,socrew41,2
SCN_154,socrew42,4
SCN_154,socrew43,2
SCN_154,socrew44,5
SCN_154,socrew45,2
SCN_154,socrew46,4
SCN_154,socrew47,5
SCN_154,socrew48,4
SCN_154,socrew49,5
SCN_154,socrew50,4
SCN_154,socrew51,4
SCN_154,socrew52,2
SCN_154,socrew53,2
SCN_154,socrew54,5
SCN_154,socrew55,5
SCN_154,socrew56,2
SCN_154,socrew57,1
SCN_154,socrew58,2
SCN_154,socrew59,5
SCN_154,socrew60,4
SCN_154,socrew61,5
SCN_154,socrew62,5
SCN_154,socrew63,4
SCN_154,socrew64,4
SCN_154,socrew65,5
SCN_154,socrew66,2
SCN_154,socrew67,5
SCN_154,socrew68,5
SCN_154,socrew69,4
SCN_154,socrew70,4
SCN_154,socrew71,5
SCN_154,socrew72,4
SCN_154,socrew73,5
SCN_154,socrew74,4
SCN_154,socrew75,5
SCN_154,socrew76,2
SCN_154,socrew77,5
SCN_154,socrew78,2
SCN_154,socrew79,4
SCN_154,socrew80,2
SCN_154,socrew81,5
SCN_154,socrew82,2
SCN_154,socrew83,4
SCN_154,socrew84,4
SCN_154,socrew85,4
SCN_154,socrew86,5
SCN_154,socrew87,5
SCN_154,socrew88,5
SCN_154,socrew89,4
SCN_154,socrew90,5
SCN_154,socrew91,5
SCN_154,socrew92,4
SCN_154,socrew93,4
SCN_154,socrew94,5
SCN_154,socrew95,5
SCN_154,socrew96,4
SCN_154,socrew97,5
SCN_154,socrew98,2
SCN_154,socrew99,5
SCN_154,socrew100,5
SCN_154,socrew101,4
SCN_154,socrew102,5
SCN_154,socrew103,4
SCN_154,socrew104,5
SCN_154,socrew105,2
SCN_154,socrew106,1
SCN_154,socrew107,2
SCN_154,socrew108,5
SCN_154,socrew109,5
SCN_154,socrew110,4
SCN_154,socrew111,1
SCN_154,socrew112,4
SCN_154,socrew113,5
SCN_154,socrew114,1
SCN_154,socrew115,4
SCN_154,socrew116,5
SCN_154,socrew117,1
SCN_154,socrew118,5
SCN_154,socrew119,4
SCN_154,socrew120,4
SCN_154,socrew121,4
SCN_154,socrew122,4
SCN_154,socrew123,4
SCN_154,socrew124,5
SCN_154,socrew125,4
SCN_154,socrew126,5
SCN_154,socrew127,4
SCN_154,socrew128,4
SCN_154,socrew129,2
SCN_154,socrew130,5
SCN_154,socrew131,5
SCN_154,socrew132,2
SCN_154,socrew133,5
SCN_154,socrew134,4
SCN_154,socrew135,2
SCN_154,socrew136,5
SCN_154,socrew137,4
SCN_154,socrew138,5
SCN_154,socrew139,5
SCN_154,socrew140,5
SCN_154,socrew141,5
SCN_154,socrew142,4
SCN_154,socrew143,5
SCN_154,socrew144,5
SCN_154,socrew145,2
SCN_154,socrew146,5
SCN_154,socrew147,5
SCN_154,socrew148,5
SCN_154,socrew149,5
SCN_154,socrew150,5
SCN_154,socrew151,2
SCN_154,socrew152,5
SCN_154,socrew153,2
SCN_154,socrew154,5
SCN_154,socrew155,4
SCN_154,socrew156,5
SCN_154,socrew157,5
SCN_154,socrew158,2
SCN_154,socrew159,1
SCN_154,socrew160,2
SCN_154,socrew161,4
SCN_154,socrew162,5
SCN_154,socrew163,5
SCN_154,socrew164,5
SCN_154,socrew165,4
SCN_154,socrew166,2
SCN_154,socrew167,5
SCN_154,socrew168,2
SCN_154,socrew169,1
SCN_154,socrew170,1
SCN_154,socrew171,4
SCN_154,socrew172,5
SCN_154,socrew173,2
SCN_154,socrew174,2
SCN_154,socrew175,2
SCN_154,socrew176,4
SCN_154,socrew177,4
SCN_154,socrew178,4
SCN_154,socrew179,2
SCN_154,socrew180,5
SCN_154,socrew181,5
SCN_154,socrew182,5
SCN_154,socrew183,2
SCN_154,socrew184,4
SCN_154,socrew185,5
SCN_154,socrew186,2
SCN_154,socrew187,4
SCN_154,socrew188,2
SCN_154,socrew189,5
SCN_154,socrew190,2
SCN_154,socrew191,5
SCN_154,socrew192,5
SCN_154,socrew193,5
SCN_154,socrew194,1
SCN_154,socrew195,4
SCN_154,socrew196,5
SCN_154,socrew197,5
SCN_154,socrew198,4
SCN_154,socrew199,2
SCN_154,socrew200,4
SCN_154,socrew201,4
SCN_154,socrew202,2
SCN_154,socrew203,5
SCN_154,socrew204,1
SCN_154,socrew205,4
SCN_154,socrew206,4
SCN_154,socrew207,1
SCN_154,socrew208,4
SCN_154,socrew209,4
SCN_154,socrew210,4
SCN_154,socrew211,5
